Ticker,Start Date,End Date,Days Missing
AVGB,2025-11-13,2025-11-13,1
AVGB,2025-11-24,2025-11-24,1
AVGB,2025-12-01,2025-12-01,1
AVGB,2025-12-17,2025-12-17,1
AVGB,2025-12-30,2025-12-30,1
AVGB,2026-01-05,2026-01-07,3
AVIE,2025-10-17,2025-10-17,1
AVIE,2025-10-21,2025-10-24,4
AVIE,2025-10-29,2025-10-29,1
AVIE,2025-11-05,2025-11-06,2
AVIE,2025-11-10,2025-11-17,8
AVIE,2025-11-24,2025-11-24,1
AVIE,2025-11-28,2025-11-28,1
AVIE,2025-12-08,2025-12-09,2
AVIE,2025-12-15,2025-12-18,4
AVIE,2025-12-23,2025-12-26,4
AVIE,2025-12-30,2025-12-30,1
AVIE,2026-01-08,2026-01-08,1
AVMA,2025-11-05,2025-11-05,1
AVMA,2025-11-28,2025-11-28,1
AVUQ,2025-10-21,2025-10-24,4
AXIN,2025-10-30,2025-10-31,2
AXIN,2025-11-04,2025-11-05,2
AXIN,2025-11-11,2025-11-14,4
AXIN,2025-11-18,2025-11-28,11
AXIN,2025-12-03,2025-12-03,1
AXIN,2025-12-11,2025-12-11,1
AXIN,2025-12-17,2025-12-17,1
AXIN,2025-12-22,2025-12-29,8
AXIN,2026-01-06,2026-01-06,1
AXINR,2025-10-30,2025-10-31,2
AXINR,2025-11-13,2025-11-13,1
AXINR,2025-11-20,2025-11-20,1
AXINR,2025-11-26,2025-11-28,3
AXINR,2025-12-02,2025-12-04,3
AXINR,2025-12-11,2025-12-11,1
AXINR,2025-12-17,2025-12-17,1
AXINR,2025-12-22,2025-12-24,3
AXINR,2025-12-29,2026-01-02,5
AXINR,2026-01-06,2026-01-08,3
AXINU,2025-11-03,2025-11-13,11
AXINU,2025-11-18,2026-01-05,49
AXR,2025-12-31,2025-12-31,1
AZNH,2025-12-22,2025-12-22,1
AZTD,2025-10-17,2025-10-17,1
AZTD,2025-10-21,2025-10-30,10
AZTD,2025-11-04,2025-11-06,3
AZTD,2025-11-12,2025-11-25,14
AZTD,2025-12-01,2025-12-01,1
AZTD,2025-12-05,2025-12-05,1
AZTD,2025-12-15,2025-12-16,2
AZTD,2025-12-24,2026-01-02,10
AZTD,2026-01-08,2026-01-08,1
BACC,2025-10-17,2025-10-17,1
BACC,2025-10-23,2025-10-23,1
BACC,2025-10-27,2025-10-27,1
BACC,2025-11-03,2025-11-07,5
BACC,2025-12-24,2025-12-24,1
BACCR,2025-10-20,2025-10-23,4
BACCR,2025-10-30,2025-10-30,1
BACCR,2025-11-05,2025-11-07,3
BACCR,2025-11-13,2025-11-13,1
BACCR,2025-12-11,2025-12-11,1
BACCR,2025-12-15,2025-12-15,1
BACCR,2025-12-19,2025-12-23,5
BACCR,2025-12-30,2025-12-30,1
BACCR,2026-01-05,2026-01-06,2
BACCU,2025-10-17,2025-10-31,15
BACCU,2025-11-04,2025-11-07,4
BACCU,2025-11-11,2025-11-21,11
BACCU,2025-12-03,2025-12-03,1
BACCU,2025-12-08,2025-12-12,5
BACCU,2025-12-17,2025-12-19,3
BACCU,2025-12-23,2025-12-24,2
BACCU,2025-12-29,2026-01-02,5
BACCU,2026-01-06,2026-01-06,1
BACQU,2025-10-27,2025-11-06,11
BACQU,2025-11-10,2025-12-03,24
BACQU,2025-12-08,2025-12-19,12
BACQU,2025-12-23,2026-01-06,15
BAERW,2025-10-30,2026-01-08,71
BAFN,2025-10-27,2025-10-28,2
BAFN,2025-11-26,2025-11-26,1
BAFN,2025-12-24,2025-12-24,1
BALQ,2025-12-10,2025-12-10,1
BALQ,2025-12-15,2025-12-15,1
BALQ,2025-12-29,2025-12-29,1
BANFP,2025-10-16,2025-10-17,2
BANFP,2025-10-21,2025-10-23,3
BANFP,2025-10-27,2025-10-27,1
BANFP,2025-11-04,2025-11-07,4
BANFP,2025-11-11,2025-11-13,3
BANFP,2025-11-20,2025-12-04,15
BANFP,2025-12-08,2025-12-12,5
BANFP,2025-12-17,2025-12-18,2
BANFP,2025-12-23,2025-12-23,1
BANFP,2025-12-30,2026-01-07,9
BAYA,2025-10-16,2025-10-16,1
BAYA,2025-10-21,2025-10-24,4
BAYA,2025-10-29,2025-10-29,1
BAYA,2025-11-04,2025-11-07,4
BAYA,2025-11-11,2025-11-14,4
BAYA,2025-11-18,2025-11-28,11
BAYA,2025-12-03,2025-12-05,3
BAYA,2025-12-30,2025-12-30,1
BAYAR,2025-10-22,2025-10-23,2
BAYAR,2025-10-28,2025-11-03,7
BAYAR,2025-11-07,2025-11-14,8
BAYAR,2025-11-20,2025-11-28,9
BAYAR,2025-12-16,2025-12-24,9
BAYAR,2025-12-30,2025-12-31,2
BAYAR,2026-01-06,2026-01-08,3
BAYAU,2025-12-10,2025-12-22,13
BBB,2025-10-20,2025-10-20,1
BBB,2025-11-12,2025-11-12,1
BBB,2025-11-17,2025-11-17,1
BBB,2025-11-28,2025-11-28,1
BBB,2025-12-12,2025-12-18,7
BBB,2025-12-26,2025-12-31,6
BBB,2026-01-05,2026-01-08,4
BCAR,2025-12-18,2025-12-19,2
BCAR,2026-01-06,2026-01-06,1
BCARU,2025-10-21,2025-10-24,4
BCARU,2025-11-10,2025-11-26,17
BCARU,2025-12-02,2025-12-11,10
BCARU,2025-12-15,2025-12-24,10
BCARU,2025-12-30,2025-12-30,1
BCARW,2025-11-06,2025-11-06,1
BCARW,2025-11-11,2025-11-13,3
BCARW,2025-11-26,2025-11-28,3
BCARW,2025-12-03,2025-12-03,1
BCARW,2025-12-18,2025-12-19,2
BCARW,2026-01-07,2026-01-07,1
BCLO,2025-11-06,2025-11-07,2
BCLO,2025-12-24,2025-12-24,1
BCTXW,2025-10-30,2026-01-08,71
BCTXZ,2025-10-20,2025-10-20,1
BCTXZ,2025-10-29,2025-10-31,3
BCTXZ,2025-11-05,2025-11-05,1
BCTXZ,2025-11-14,2025-11-14,1
BCTXZ,2025-11-19,2025-11-19,1
BCTXZ,2025-11-26,2025-12-04,9
BCTXZ,2025-12-08,2025-12-08,1
BCTXZ,2025-12-16,2025-12-22,7
BCTXZ,2025-12-26,2025-12-26,1
BCTXZ,2025-12-30,2025-12-30,1
BCTXZ,2026-01-06,2026-01-06,1
BDCIU,2025-11-03,2025-11-03,1
BDCIU,2025-11-24,2025-11-24,1
BDCIU,2025-12-02,2025-12-02,1
BDCIW,2025-10-24,2025-10-24,1
BDCIW,2025-10-30,2025-10-30,1
BDCIW,2025-11-03,2025-11-03,1
BDCIW,2025-11-13,2025-11-13,1
BDCIW,2025-11-17,2025-11-20,4
BDCIW,2025-11-26,2025-11-26,1
BDCIW,2025-12-03,2025-12-11,9
BDCIW,2025-12-18,2025-12-19,2
BDCIW,2025-12-24,2026-01-02,10
BDCIW,2026-01-07,2026-01-07,1
BDGS,2025-10-17,2025-10-17,1
BDGS,2025-11-07,2025-11-07,1
BDGS,2025-11-28,2025-11-28,1
BDGS,2025-12-04,2025-12-04,1
BDMDW,2025-10-20,2025-10-23,4
BDMDW,2025-10-27,2026-01-08,74
BEAG,2025-12-12,2025-12-12,1
BEAG,2025-12-24,2025-12-24,1
BEAGR,2025-10-20,2025-10-20,1
BEAGR,2025-11-03,2025-11-03,1
BEAGR,2025-11-12,2025-11-12,1
BEAGR,2025-11-19,2025-11-19,1
BEAGR,2025-11-28,2025-11-28,1
BEAGR,2025-12-04,2025-12-05,2
BEAGR,2025-12-11,2025-12-18,8
BEAGR,2025-12-22,2025-12-26,5
BEAGR,2026-01-07,2026-01-07,1
BEAGU,2025-10-17,2025-10-22,6
BEAGU,2025-10-27,2025-11-14,19
BEAGU,2025-11-18,2025-11-20,3
BEAGU,2025-11-24,2025-11-28,5
BEAGU,2025-12-02,2025-12-12,11
BEAGU,2025-12-17,2025-12-26,10
BEATW,2025-10-16,2025-10-16,1
BEATW,2025-10-22,2025-10-22,1
BEATW,2025-10-29,2026-01-08,72
BEEX,2025-10-16,2025-10-16,1
BEEX,2025-10-20,2025-10-20,1
BEEX,2025-10-29,2025-10-29,1
BEEX,2025-11-03,2025-11-07,5
BEEX,2025-11-20,2025-11-20,1
BEEX,2025-11-28,2025-11-28,1
BEEX,2026-01-05,2026-01-05,1
BEEZ,2025-10-17,2025-11-07,22
BEEZ,2025-11-11,2025-12-03,23
BEEZ,2025-12-08,2025-12-11,4
BEEZ,2025-12-15,2025-12-31,17
BEEZ,2026-01-08,2026-01-08,1
BELT,2025-10-17,2025-10-17,1
BELT,2025-10-21,2025-10-23,3
BELT,2025-10-27,2025-10-27,1
BELT,2025-11-13,2025-11-13,1
BELT,2025-11-17,2025-11-17,1
BELT,2025-11-26,2025-12-02,7
BELT,2025-12-10,2025-12-11,2
BELT,2025-12-15,2025-12-17,3
BELT,2025-12-22,2025-12-24,3
BETRW,2025-10-30,2026-01-08,71
BFRGW,2025-10-30,2026-01-08,71
BGLWW,2025-10-30,2025-12-17,49
BGLWW,2025-12-22,2026-01-08,18
BGMSP,2025-10-30,2025-10-30,1
BGMSP,2025-11-04,2025-11-07,4
BGMSP,2025-11-12,2025-11-14,3
BGMSP,2025-11-21,2025-11-25,5
BGMSP,2025-12-08,2025-12-08,1
BGMSP,2025-12-15,2025-12-19,5
BGMSP,2025-12-29,2025-12-29,1
BGRO,2025-10-17,2025-10-24,8
BGRO,2025-10-28,2025-10-30,3
BGRO,2025-11-05,2025-11-05,1
BGRO,2025-11-10,2025-11-13,4
BGRO,2025-11-19,2025-12-26,38
BGRO,2025-12-31,2026-01-02,3
BGRO,2026-01-06,2026-01-07,2
BIAFW,2025-10-17,2025-10-17,1
BIAFW,2025-10-21,2025-10-27,7
BIVIW,2025-11-03,2025-11-03,1
BIVIW,2025-11-10,2025-11-14,5
BIVIW,2025-11-18,2025-11-18,1
BIVIW,2025-12-01,2025-12-11,11
BIVIW,2025-12-22,2025-12-22,1
BIVIW,2025-12-29,2025-12-31,3
BIXI,2025-12-24,2025-12-24,1
BIXI,2026-01-02,2026-01-02,1
BIXI,2026-01-08,2026-01-08,1
BIXIU,2025-12-24,2025-12-24,1
BIXIU,2026-01-07,2026-01-07,1
BIXIW,2025-12-29,2025-12-29,1
BJK,2025-10-16,2025-10-17,2
BJK,2025-10-29,2025-10-29,1
BJK,2025-12-05,2025-12-08,4
BJK,2025-12-15,2025-12-18,4
BKHA,2025-10-22,2025-10-23,2
BKHA,2025-10-31,2025-10-31,1
BKHA,2025-11-04,2025-11-13,10
BKHA,2025-11-18,2025-12-11,24
BKHA,2025-12-15,2026-01-06,23
BKHAR,2025-10-16,2025-10-23,8
BKHAR,2025-10-27,2025-11-05,10
BKHAR,2025-11-10,2025-11-20,11
BKHAR,2025-11-26,2026-01-07,43
BKHAU,2025-12-10,2025-12-31,22
BKHAU,2026-01-06,2026-01-06,1
BLCR,2025-11-05,2025-11-05,1
BLIV,2025-10-20,2025-10-20,1
BLIV,2025-10-28,2025-10-31,4
BLIV,2025-11-04,2025-11-06,3
BLIV,2025-11-11,2025-11-14,4
BLIV,2025-11-18,2025-11-20,3
BLIV,2025-11-25,2025-12-05,11
BLIV,2025-12-10,2025-12-17,8
BLUW,2025-10-17,2025-10-20,4
BLUW,2025-10-27,2025-10-27,1
BLUW,2025-10-31,2025-11-04,5
BLUW,2025-11-14,2025-11-14,1
BLUW,2025-11-18,2025-11-28,11
BLUW,2025-12-18,2025-12-18,1
BLUW,2025-12-26,2025-12-26,1
BLUWU,2025-10-16,2025-10-20,5
BLUWU,2025-10-29,2025-11-05,8
BLUWU,2025-11-10,2025-11-28,19
BLUWU,2025-12-02,2025-12-04,3
BLUWU,2025-12-08,2025-12-12,5
BLUWU,2025-12-17,2025-12-18,2
BLUWU,2025-12-22,2026-01-02,12
BLUWU,2026-01-07,2026-01-08,2
BLUWW,2025-10-17,2025-10-17,1
BLUWW,2025-10-30,2025-11-28,30
BLUWW,2025-12-03,2025-12-12,10
BLUWW,2025-12-16,2025-12-17,2
BLUWW,2025-12-22,2026-01-05,15
BLZRU,2025-12-18,2025-12-18,1
BLZRU,2025-12-22,2025-12-24,3
BLZRU,2025-12-29,2026-01-07,10
BLZRW,2025-11-19,2025-11-20,2
BLZRW,2025-11-24,2025-12-18,25
BLZRW,2025-12-24,2025-12-24,1
BLZRW,2025-12-30,2025-12-30,1
BMAX,2025-11-18,2025-11-18,1
BMAX,2025-12-12,2025-12-12,1
BMDL,2025-12-10,2026-01-02,24
BMHL,2025-10-22,2025-10-22,1
BMHL,2025-10-29,2025-10-29,1
BMHL,2025-11-11,2025-11-11,1
BMHL,2025-12-05,2025-12-05,1
BMHL,2025-12-12,2025-12-12,1
BNAIW,2025-10-30,2026-01-08,71
BNCWW,2025-11-28,2025-11-28,1
BNCWW,2025-12-11,2025-12-11,1
BNCWW,2025-12-29,2025-12-29,1
BNCWW,2026-01-07,2026-01-07,1
BNZIW,2025-10-30,2026-01-08,71
BOED,2025-12-01,2025-12-01,1
BOED,2025-12-05,2025-12-05,1
BOED,2025-12-30,2025-12-30,1
BOTJ,2025-10-23,2025-10-23,1
BOTJ,2025-11-06,2025-11-06,1
BOTJ,2025-11-12,2025-11-12,1
BOTJ,2025-12-26,2025-12-26,1
BPACU,2025-11-21,2025-11-21,1
BPACU,2025-12-05,2025-12-05,1
BPACU,2025-12-12,2025-12-24,13
BPACU,2025-12-29,2026-01-02,5
BPOPM,2025-10-21,2025-10-21,1
BPOPM,2025-11-04,2025-11-10,7
BPOPM,2025-11-18,2025-11-21,4
BPOPM,2025-11-25,2025-11-25,1
BPOPM,2025-12-22,2025-12-22,1
BRBI,2025-12-24,2025-12-24,1
BRBI,2026-01-02,2026-01-02,1
BRFH,2025-11-20,2025-11-20,1
BRFH,2025-12-08,2025-12-08,1
BRID,2025-11-04,2025-11-04,1
BRID,2025-11-10,2025-11-10,1
BRID,2026-01-05,2026-01-07,3
BRKD,2025-10-16,2025-10-16,1
BRKD,2025-11-25,2025-11-26,2
BRKD,2025-12-10,2025-12-10,1
BRKD,2025-12-15,2025-12-15,1
BRKD,2025-12-29,2025-12-31,3
BRKRP,2025-10-16,2025-10-16,1
BRKRP,2025-10-20,2025-10-23,4
BRKRP,2025-10-29,2025-10-30,2
BRKRP,2025-11-13,2025-11-13,1
BRKRP,2025-12-04,2025-12-08,5
BRKRP,2025-12-24,2025-12-26,3
BRKRP,2026-01-08,2026-01-08,1
BRLSW,2025-10-17,2025-10-17,1
BRLSW,2025-10-21,2025-10-24,4
BRLSW,2025-10-28,2025-10-28,1
BRRWW,2025-10-17,2025-10-17,1
BRRWW,2026-01-08,2026-01-08,1
BSAA,2025-10-17,2025-10-28,12
BSAA,2025-11-04,2025-11-07,4
BSAA,2025-11-11,2025-11-24,14
BSAA,2025-12-01,2025-12-03,3
BSAA,2025-12-08,2025-12-10,3
BSAA,2025-12-16,2025-12-19,4
BSAA,2025-12-24,2026-01-02,10
BSAAR,2025-10-17,2025-10-23,7
BSAAR,2025-10-29,2025-10-30,2
BSAAR,2025-11-04,2025-11-21,18
BSAAR,2025-11-25,2025-12-03,9
BSAAR,2025-12-10,2025-12-12,3
BSAAR,2025-12-16,2025-12-18,3
BSAAR,2025-12-22,2025-12-22,1
BSAAR,2025-12-26,2025-12-26,1
BSAAR,2026-01-02,2026-01-02,1
BSAAU,2025-11-07,2025-11-13,7
BSAAU,2025-11-17,2025-11-26,10
BSAAU,2025-12-01,2025-12-03,3
BSBK,2025-11-05,2025-11-05,1
BSJX,2025-11-12,2025-11-12,1
BSJX,2025-11-18,2025-11-20,3
BSJX,2025-12-02,2025-12-02,1
BSJX,2025-12-16,2025-12-16,1
BSLK,2026-01-05,2026-01-06,2
BSMZ,2025-11-06,2025-11-06,1
BTBDW,2025-10-27,2026-01-08,74
BTMWW,2025-10-30,2026-01-08,71
BTSGU,2025-10-16,2025-10-16,1
BTSGU,2025-10-28,2025-10-28,1
BTSGU,2025-11-11,2025-11-12,2
BTSGU,2025-11-17,2025-11-17,1
BTSGU,2025-11-21,2025-11-21,1
BTSGU,2025-11-26,2025-11-26,1
BTSGU,2025-12-08,2025-12-08,1
BTSGU,2025-12-22,2025-12-22,1
BTSGU,2025-12-26,2025-12-26,1
BU,2025-11-28,2025-11-28,1
BUFI,2025-10-24,2025-10-24,1
BUFI,2025-11-07,2025-11-07,1
BUFI,2025-12-05,2025-12-05,1
BUFI,2025-12-24,2025-12-24,1
BULD,2025-10-17,2025-10-17,1
BULD,2025-10-23,2025-10-24,2
BULD,2025-10-28,2025-10-31,4
BULD,2025-11-04,2025-11-07,4
BULD,2025-11-12,2025-11-12,1
BULD,2025-11-19,2025-11-21,3
BULD,2025-11-26,2025-11-26,1
BULD,2025-12-03,2025-12-03,1
BULD,2025-12-11,2025-12-11,1
BULD,2025-12-24,2025-12-26,3
BULD,2026-01-02,2026-01-02,1
BUUU,2025-10-28,2025-10-28,1
BUUU,2025-11-03,2025-11-03,1
BUUU,2025-11-18,2025-11-18,1
BUUU,2025-12-26,2025-12-26,1
BWBBP,2025-10-30,2025-10-30,1
BWBBP,2025-11-03,2025-11-06,4
BWBBP,2025-11-18,2025-11-21,4
BWBBP,2025-11-28,2025-11-28,1
BWBBP,2026-01-08,2026-01-08,1
BYFC,2025-10-24,2025-10-24,1
BYFC,2025-10-28,2025-10-29,2
BYFC,2025-11-06,2025-11-07,2
BYFC,2025-11-11,2025-11-13,3
BYFC,2025-12-08,2025-12-08,1
BYFC,2026-01-07,2026-01-07,1
BZAIW,2025-10-30,2026-01-08,71
BZFDW,2025-10-17,2025-10-17,1
BZFDW,2025-10-21,2025-10-21,1
BZFDW,2025-10-27,2026-01-08,74
CA,2025-10-16,2025-10-16,1
CA,2025-10-23,2025-10-23,1
CA,2025-10-29,2025-10-29,1
CA,2025-11-18,2025-11-19,2
CA,2025-11-26,2025-11-28,3
CA,2025-12-04,2025-12-04,1
CA,2025-12-16,2025-12-18,3
CA,2025-12-24,2025-12-24,1
CAFG,2025-10-21,2025-10-21,1
CAFG,2025-11-06,2025-11-06,1
CAFG,2025-11-20,2025-11-20,1
CAFG,2026-01-06,2026-01-08,3
CAPN,2025-11-03,2025-11-03,1
CAPNR,2025-10-31,2025-11-20,21
CAPNR,2025-11-24,2025-12-24,31
CAPNR,2025-12-29,2026-01-07,10
CAPNU,2025-11-13,2025-12-08,26
CAPTW,2025-10-22,2025-10-23,2
CAPTW,2025-10-30,2026-01-08,71
CARZ,2025-11-26,2025-11-26,1
CARZ,2025-12-23,2025-12-26,4
CBFV,2025-11-28,2025-11-28,1
CCCXU,2025-11-07,2025-11-07,1
CCCXU,2025-12-04,2025-12-05,2
CCCXU,2025-12-15,2025-12-18,4
CCEC,2025-12-12,2025-12-12,1
CCFE,2025-10-28,2025-11-13,17
CCFE,2025-11-19,2025-11-20,2
CCFE,2025-11-24,2025-11-25,2
CCFE,2025-12-10,2025-12-11,2
CCFE,2025-12-15,2025-12-15,1
CCFE,2025-12-19,2025-12-19,1
CCFE,2025-12-23,2026-01-07,16
CCGWW,2025-10-20,2025-10-23,4
CCGWW,2025-10-27,2025-10-27,1
CCII,2025-11-28,2025-11-28,1
CCII,2025-12-18,2025-12-18,1
CCII,2025-12-22,2025-12-22,1
CCII,2025-12-26,2025-12-26,1
CCIIU,2025-10-21,2025-10-24,4
CCIIU,2025-11-05,2025-11-06,2
CCIIU,2025-11-10,2025-11-11,2
CCIIU,2025-11-18,2025-11-21,4
CCIIU,2025-11-25,2025-12-05,11
CCIIU,2025-12-10,2025-12-15,6
CCIIU,2025-12-19,2025-12-24,6
CCIIU,2025-12-29,2026-01-08,11
CCIIW,2025-10-27,2025-10-30,4
CCIIW,2025-11-03,2025-11-06,4
CCIIW,2025-11-11,2025-11-12,2
CCIIW,2025-11-19,2025-11-20,2
CCIIW,2025-11-25,2025-11-28,4
CCIIW,2025-12-03,2025-12-05,3
CCIIW,2025-12-12,2025-12-12,1
CCIIW,2025-12-18,2025-12-24,7
CCIIW,2025-12-29,2026-01-02,5
CCIIW,2026-01-06,2026-01-06,1
CCIXU,2025-11-04,2025-12-12,39
CCIXU,2025-12-16,2025-12-16,1
CCIXU,2025-12-26,2026-01-07,13
CCNEP,2025-11-04,2025-11-06,3
CCNEP,2025-12-04,2025-12-04,1
CCNEP,2025-12-18,2025-12-19,2
CCNEP,2025-12-23,2025-12-26,4
CCNR,2025-10-16,2025-10-17,2
CCNR,2025-10-28,2025-10-28,1
CCNR,2025-11-07,2025-11-10,4
CCNR,2025-11-25,2025-11-25,1
CCNR,2025-12-02,2025-12-04,3
CCSB,2025-10-22,2025-10-22,1
CCSB,2025-10-30,2025-10-30,1
CCSB,2025-11-06,2025-11-06,1
CCSB,2025-11-10,2025-11-13,4
CCSB,2025-11-19,2025-11-21,3
CCSB,2025-12-03,2025-12-05,3
CCSB,2025-12-11,2025-12-11,1
CCSB,2025-12-18,2025-12-18,1
CCSB,2025-12-26,2025-12-26,1
CCSO,2025-10-20,2025-10-23,4
CCSO,2025-11-21,2025-11-21,1
CCSO,2025-11-28,2025-11-28,1
CCSO,2026-01-08,2026-01-08,1
CDIOW,2025-10-21,2025-10-24,4
CDIOW,2025-10-30,2026-01-07,70
CDROW,2025-10-17,2025-10-17,1
CDROW,2025-10-21,2025-10-24,4
CDROW,2025-10-30,2026-01-08,71
CDTG,2025-12-12,2025-12-12,1
CDTTW,2025-10-20,2025-10-20,1
CDTTW,2025-10-30,2026-01-08,71
CDZIP,2025-11-03,2025-11-03,1
CEFA,2025-10-24,2025-10-24,1
CEFA,2025-11-13,2025-11-13,1
CEFA,2025-11-18,2025-11-18,1
CEFA,2025-12-04,2025-12-04,1
CEFA,2026-01-05,2026-01-05,1
CELUW,2025-10-17,2025-10-17,1
CELUW,2025-10-30,2026-01-08,71
CFFI,2025-10-30,2025-10-30,1
CFFI,2025-11-12,2025-11-13,2
CFFI,2025-11-17,2025-11-17,1
CFFI,2025-11-24,2025-11-24,1
CFFI,2025-11-28,2025-11-28,1
CFFI,2025-12-02,2025-12-04,3
CGCT,2025-10-16,2025-10-16,1
CGCT,2025-10-20,2025-10-23,4
CGCT,2025-11-05,2025-11-06,2
CGCT,2025-11-10,2025-11-13,4
CGCT,2025-11-18,2025-11-20,3
CGCT,2025-11-24,2025-11-28,5
CGCT,2025-12-02,2025-12-05,4
CGCT,2025-12-10,2025-12-16,7
CGCTU,2025-10-16,2025-10-17,2
CGCTU,2025-10-22,2025-10-29,8
CGCTU,2025-11-03,2025-11-13,11
CGCTU,2025-11-17,2025-11-20,4
CGCTU,2025-11-24,2025-12-04,11
CGCTU,2025-12-08,2025-12-17,10
CGCTU,2025-12-22,2025-12-23,2
CGCTW,2025-10-16,2025-10-16,1
CGCTW,2025-10-29,2025-12-12,45
CGCTW,2025-12-16,2025-12-17,2
CGCTW,2025-12-22,2026-01-05,15
CHACR,2025-10-17,2025-10-17,1
CHACR,2025-11-26,2025-11-26,1
CHACR,2025-12-08,2025-12-08,1
CHACU,2025-10-21,2025-10-31,11
CHACU,2025-11-07,2025-11-07,1
CHACU,2025-11-17,2025-11-21,5
CHACU,2025-11-26,2025-11-26,1
CHACU,2025-12-03,2025-12-04,2
CHACU,2025-12-08,2025-12-12,5
CHACU,2025-12-16,2025-12-19,4
CHACU,2025-12-23,2025-12-31,9
CHACU,2026-01-05,2026-01-05,1
CHAR,2025-10-20,2025-10-23,4
CHAR,2025-10-27,2025-10-31,5
CHAR,2025-11-04,2025-12-04,31
CHAR,2025-12-08,2025-12-08,1
CHAR,2025-12-12,2025-12-12,1
CHAR,2025-12-17,2025-12-24,8
CHAR,2025-12-29,2025-12-31,3
CHAR,2026-01-05,2026-01-07,3
CHARR,2025-10-22,2025-10-23,2
CHARR,2025-10-27,2025-10-28,2
CHARR,2025-11-03,2025-12-18,46
CHARR,2025-12-22,2026-01-02,12
CHARU,2025-11-06,2025-12-08,33
CHEC,2025-11-25,2025-12-08,14
CHEC,2025-12-17,2025-12-17,1
CHEC,2025-12-23,2025-12-24,2
CHEC,2025-12-30,2026-01-07,9
CHECU,2025-10-17,2025-10-17,1
CHECU,2025-10-22,2025-10-31,10
CHECU,2025-11-04,2025-11-04,1
CHECU,2025-11-25,2025-12-04,10
CHECU,2025-12-10,2026-01-07,29
CHECW,2025-11-14,2025-11-14,1
CHECW,2025-11-19,2025-11-19,1
CHECW,2025-11-26,2025-11-26,1
CHECW,2025-12-01,2025-12-05,5
CHECW,2025-12-10,2025-12-31,22
CHMG,2025-10-17,2025-10-17,1
CHMG,2025-10-21,2025-10-21,1
CHMG,2025-11-04,2025-11-04,1
CHMG,2025-11-18,2025-11-18,1
CHMG,2025-11-28,2025-11-28,1
CHPG,2025-10-17,2025-10-21,5
CHPG,2025-10-31,2025-10-31,1
CHPG,2025-11-05,2025-12-18,44
CHPG,2025-12-22,2025-12-29,8
CHPG,2026-01-05,2026-01-07,3
CHPGR,2025-10-17,2025-10-24,8
CHPGR,2025-10-28,2025-12-10,44
CHPGR,2025-12-15,2025-12-24,10
CHPGR,2025-12-29,2026-01-07,10
CHPGU,2025-10-20,2025-10-24,5
CHPGU,2025-10-28,2025-11-21,25
CHPGU,2025-12-01,2025-12-05,5
CHPGU,2025-12-10,2025-12-26,17
CHRI,2025-11-05,2025-11-13,9
CHRI,2025-11-20,2025-11-20,1
CHRI,2025-11-24,2025-12-04,11
CHRI,2025-12-08,2025-12-16,9
CIL,2025-10-22,2025-10-22,1
CIL,2025-10-31,2025-11-03,4
CIL,2025-11-07,2025-11-10,4
CIL,2025-11-26,2025-11-26,1
CIL,2025-12-24,2025-12-24,1
CIL,2025-12-31,2025-12-31,1
CIL,2026-01-06,2026-01-06,1
CINGW,2025-10-30,2026-01-07,70
CLOD,2025-10-22,2025-10-24,3
CLOD,2025-10-30,2025-10-30,1
CLOD,2025-11-03,2025-11-07,5
CLOD,2025-11-11,2025-11-14,4
CLOD,2025-11-19,2025-11-19,1
CLOD,2025-11-24,2025-11-24,1
CLOD,2025-11-28,2025-12-08,11
CLOD,2025-12-17,2025-12-17,1
CLOD,2025-12-22,2025-12-24,3
CLOD,2025-12-30,2026-01-07,9
CLRO,2026-01-07,2026-01-07,1
CLSKW,2025-10-30,2026-01-08,71
CLST,2025-12-30,2026-01-02,4
CNCG,2025-12-24,2025-12-29,6
CNCG,2026-01-06,2026-01-06,1
CNCKW,2025-10-16,2025-10-16,1
CNCKW,2025-10-20,2025-10-20,1
CNCKW,2025-10-30,2026-01-08,71
CNET,2025-11-10,2025-11-10,1
CNOBP,2025-10-29,2025-10-29,1
CNOBP,2025-11-06,2025-11-11,6
CNOBP,2025-12-02,2025-12-02,1
CNOBP,2025-12-10,2025-12-10,1
COCHW,2025-10-30,2026-01-08,71
COEPW,2025-10-20,2025-10-20,1
COEPW,2025-10-24,2025-10-24,1
COEPW,2025-10-30,2026-01-08,71
COLA,2025-10-22,2025-10-31,10
COLA,2025-11-04,2025-11-07,4
COLA,2025-12-11,2025-12-11,1
COLA,2026-01-02,2026-01-02,1
COLA,2026-01-08,2026-01-08,1
COLAR,2025-10-16,2025-10-16,1
COLAR,2025-10-22,2025-10-24,3
COLAR,2025-10-28,2025-11-06,10
COLAR,2025-11-20,2025-11-21,2
COLAR,2025-11-25,2025-12-05,11
COLAR,2025-12-10,2025-12-19,10
COLAR,2025-12-24,2025-12-24,1
COLAR,2025-12-31,2026-01-02,3
COLAU,2025-11-03,2025-11-07,5
COLAU,2025-11-11,2025-12-05,25
COLAU,2025-12-10,2025-12-11,2
COLAU,2025-12-15,2025-12-26,12
CORO,2025-10-17,2025-10-17,1
CORO,2025-10-23,2025-10-23,1
CORO,2025-10-27,2025-10-27,1
CORO,2025-11-05,2025-11-05,1
CORO,2025-11-12,2025-11-12,1
CORZW,2025-10-30,2026-01-08,71
CORZZ,2025-12-24,2025-12-24,1
