Ticker,Entry,Exit,Days,Shares,P&L,R-Multiple,Return %,Exit Phases,Outcome
AMGN,2008-10-23,2008-10-27,4,8,$3.24,+0.09R,+0.73%,"STOP_BE,TP1",SMALL_WIN
AMGN,2009-04-24,2009-04-30,6,24,$-12.12,-0.32R,-1.01%,"STOP_BE,TP1",SMALL_LOSS
AMGN,2011-12-08,2011-12-12,4,34,$-42.50,-1.16R,-2.14%,STOP,BIG_LOSS
AMKR,2009-07-10,2009-07-14,4,127,$2.52,+0.07R,+0.41%,"STOP_BE,TP1",SMALL_WIN
AMKR,2011-10-28,2011-11-01,4,172,$0.00,+0.00R,+0.00%,"STOP_BE,TP1",SMALL_WIN
AMP,2009-10-22,2009-10-23,1,31,$-37.13,-1.00R,-3.13%,STOP,BIG_LOSS
AMP,2010-02-25,2010-04-27,61,39,$120.44,+3.23R,+7.69%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
AMP,2010-08-11,2010-08-20,9,28,$24.27,+0.66R,+2.01%,"STOP_BE,TP1",SMALL_WIN
AMRX,2011-05-05,2011-05-09,4,48,$-37.44,-1.00R,-2.77%,STOP,BIG_LOSS
AMRX,2011-08-01,2011-08-02,1,51,$-58.14,-1.56R,-5.40%,STOP,BIG_LOSS
AMSC,2010-11-11,2010-11-12,1,1,$-16.50,-1.00R,-4.65%,STOP,BIG_LOSS
AMT,2006-01-31,2006-03-07,35,135,$-149.27,-1.00R,-3.57%,STOP,BIG_LOSS
AMT,2006-07-28,2006-09-19,53,45,$105.85,+1.43R,+7.02%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
AMT,2006-09-21,2006-10-02,11,144,$-149.04,-1.00R,-2.85%,STOP,BIG_LOSS
AMT,2006-10-13,2006-10-23,10,67,$-85.76,-1.15R,-3.38%,STOP,BIG_LOSS
AMT,2006-10-26,2006-10-30,4,135,$-164.70,-1.10R,-3.28%,STOP,BIG_LOSS
AMT,2007-01-03,2007-01-08,5,63,$-74.59,-1.00R,-3.12%,STOP,BIG_LOSS
AMT,2007-01-09,2007-02-27,49,112,$62.70,+0.42R,+1.43%,"STOP_BE,TP1",SMALL_WIN
AMT,2007-05-08,2007-06-07,30,68,$175.31,+2.36R,+6.50%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
AMT,2007-10-25,2007-10-31,6,38,$-36.78,-1.00R,-2.17%,STOP,BIG_LOSS
AMT,2007-10-31,2007-11-01,1,100,$-112.21,-1.00R,-2.54%,STOP,BIG_LOSS
AMT,2007-11-07,2007-11-08,1,26,$-37.48,-1.00R,-3.27%,STOP,BIG_LOSS
AMT,2007-11-15,2007-12-04,19,23,$-0.93,-0.03R,-0.09%,"STOP_BE,TP1",SMALL_LOSS
AMT,2008-03-18,2008-03-28,10,28,$24.27,+0.65R,+2.21%,"STOP_BE,TP1",SMALL_WIN
AMT,2008-04-18,2008-05-21,33,34,$82.62,+2.22R,+5.93%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
AMT,2008-07-30,2008-08-01,2,27,$-36.57,-1.00R,-3.16%,STOP,BIG_LOSS
AMT,2008-09-19,2008-09-22,3,14,$-36.05,-1.00R,-6.48%,STOP,BIG_LOSS
AMT,2009-01-15,2009-01-20,5,28,$-4.20,-0.11R,-0.52%,"STOP_BE,TP1",SMALL_LOSS
AMT,2009-02-26,2009-03-02,4,25,$-8.38,-0.23R,-1.16%,"STOP_BE,TP1",SMALL_LOSS
AMT,2009-06-24,2009-06-26,2,39,$7.98,+0.21R,+0.65%,"STOP_BE,TP1",SMALL_WIN
AMT,2009-09-04,2009-10-01,27,49,$80.86,+2.18R,+4.94%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
AMT,2010-01-14,2010-01-15,1,156,$-112.43,-1.00R,-1.62%,STOP,BIG_LOSS
AMT,2010-02-24,2010-03-25,29,34,$27.88,+0.76R,+1.92%,"STOP_BE,TP1",SMALL_WIN
AMT,2010-07-20,2010-07-21,1,30,$-36.79,-1.00R,-2.63%,STOP,BIG_LOSS
AMT,2010-11-05,2010-11-16,11,121,$-166.98,-1.49R,-2.66%,STOP,BIG_LOSS
AMT,2011-02-18,2011-02-22,4,112,$-143.36,-1.28R,-2.36%,STOP,BIG_LOSS
AMT,2011-05-20,2011-06-03,14,33,$-80.19,-2.20R,-4.53%,STOP,BIG_LOSS
AMT,2011-08-03,2011-08-04,1,27,$-71.82,-1.96R,-4.96%,STOP,BIG_LOSS
AMT,2011-08-31,2011-09-06,6,23,$-37.34,-1.00R,-3.01%,STOP,BIG_LOSS
AMT,2011-11-01,2011-11-23,22,24,$-36.24,-1.00R,-2.65%,STOP,BIG_LOSS
AMT,2011-11-30,2011-12-12,12,28,$-36.26,-1.00R,-2.19%,STOP,BIG_LOSS
AMT,2011-12-16,2011-12-19,3,34,$-66.64,-1.81R,-3.31%,STOP,BIG_LOSS
AMZN,2008-01-02,2008-01-04,2,247,$-91.39,-2.44R,-7.69%,STOP,BIG_LOSS
AMZN,2008-05-19,2008-05-21,2,376,$-71.44,-1.27R,-4.62%,STOP,BIG_LOSS
AMZN,2009-04-23,2009-04-29,6,261,$24.98,+0.67R,+2.38%,"STOP_BE,TP1",SMALL_WIN
AMZN,2009-07-24,2009-07-28,4,248,$-37.38,-1.00R,-3.49%,STOP,BIG_LOSS
AMZN,2009-10-08,2009-10-22,14,290,$-37.49,-1.00R,-2.72%,STOP,BIG_LOSS
AMZN,2009-10-22,2009-12-09,48,290,$212.05,+5.66R,+15.66%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
AMZN,2010-03-25,2010-04-01,7,354,$-56.13,-1.00R,-2.35%,STOP,BIG_LOSS
AMZN,2010-11-29,2010-12-02,3,150,$-37.29,-1.00R,-2.77%,STOP,BIG_LOSS
AMZN,2010-12-20,2011-01-20,31,598,$107.53,+0.96R,+1.96%,"STOP_BE,TP1",SMALL_WIN
AMZN,2011-04-26,2011-06-16,51,276,$80.58,+1.43R,+3.20%,"STOP_BE,TP1",WIN
AMZN,2011-07-26,2011-08-02,7,135,$22.99,+0.62R,+1.59%,"STOP_BE,TP1",SMALL_WIN
ANDE,2007-10-18,2007-10-31,13,31,$-27.94,-1.00R,-2.75%,STOP,BIG_LOSS
ANDE,2007-12-14,2007-12-18,4,34,$-12.92,-0.35R,-1.33%,"STOP_BE,TP1",SMALL_LOSS
ANDE,2009-08-25,2009-08-27,2,46,$-11.96,-0.32R,-1.28%,"STOP_BE,TP1",SMALL_LOSS
ANDE,2010-02-09,2010-03-18,37,49,$88.94,+2.39R,+9.47%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
ANDE,2011-11-28,2011-12-14,16,29,$25.56,+0.70R,+3.18%,"STOP_BE,TP1",SMALL_WIN
AOS,2006-10-13,2006-10-17,4,538,$-118.36,-0.79R,-3.09%,"STOP_BE,TP1",BIG_LOSS
AOS,2008-03-03,2008-03-04,1,148,$-37.32,-1.00R,-4.09%,STOP,BIG_LOSS
AOS,2009-04-20,2009-05-12,22,141,$57.79,+1.55R,+8.80%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
AOS,2011-06-17,2011-07-27,40,146,$77.41,+2.07R,+5.30%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
APA,2010-11-10,2010-11-15,5,46,$-120.52,-1.08R,-2.38%,STOP,BIG_LOSS
APD,2006-03-15,2006-05-16,62,105,$173.46,+1.17R,+2.53%,"STOP_BE,TP1",WIN
APD,2007-01-24,2007-02-27,34,40,$103.38,+1.38R,+3.49%,"RUNNER_STOP,TP1,TP2",WIN
APD,2007-06-22,2007-06-27,5,31,$-36.40,-1.00R,-1.43%,STOP,BIG_LOSS
APD,2007-07-12,2007-07-30,18,41,$85.86,+1.55R,+2.44%,"STOP_BE,TP1",WIN
APD,2007-12-11,2007-12-17,6,17,$-60.01,-1.62R,-3.44%,STOP,BIG_LOSS
APD,2008-04-23,2008-04-29,6,13,$26.43,+0.76R,+2.09%,"STOP_BE,TP1",SMALL_WIN
APD,2008-06-05,2008-06-06,1,23,$-68.31,-1.24R,-2.80%,STOP,BIG_LOSS
APD,2009-04-22,2009-05-13,21,16,$-10.64,-0.29R,-1.09%,"STOP_BE,TP1",SMALL_LOSS
APD,2009-09-16,2009-09-23,7,22,$-36.13,-1.00R,-2.07%,STOP,BIG_LOSS
APD,2010-08-02,2010-08-11,9,22,$26.91,+0.73R,+1.63%,"STOP_BE,TP1",SMALL_WIN
APD,2010-09-14,2010-10-11,27,30,$80.79,+2.16R,+3.36%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
APD,2010-10-21,2010-11-12,22,77,$-112.20,-1.00R,-1.72%,STOP,BIG_LOSS
APD,2010-12-01,2011-01-04,34,19,$72.99,+1.96R,+4.45%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
APD,2011-02-16,2011-02-17,1,111,$-167.61,-1.00R,-1.60%,STOP,BIG_LOSS
APD,2011-04-15,2011-04-18,3,75,$-111.16,-1.00R,-1.61%,STOP,BIG_LOSS
APD,2011-05-31,2011-06-01,1,64,$-191.36,-1.71R,-3.14%,STOP,BIG_LOSS
APD,2011-10-21,2011-11-01,11,13,$25.02,+0.68R,+2.33%,"STOP_BE,TP1",SMALL_WIN
APD,2011-12-07,2011-12-09,2,16,$-35.62,-1.00R,-2.67%,STOP,BIG_LOSS
APEI,2010-06-08,2010-06-23,15,24,$24.65,+0.67R,+2.23%,"STOP_BE,TP1",SMALL_WIN
APEI,2011-11-23,2011-11-28,5,23,$-11.32,-0.31R,-1.33%,"STOP_BE,TP1",SMALL_LOSS
ARCC,2009-08-17,2009-08-19,2,88,$-1.76,-0.05R,-0.22%,"STOP_BE,TP1",SMALL_LOSS
ARCC,2011-06-02,2011-06-08,6,136,$-42.16,-1.12R,-1.81%,STOP,BIG_LOSS
ARE,2010-02-23,2010-02-25,2,22,$-0.88,-0.02R,-0.06%,"STOP_BE,TP1",SMALL_LOSS
ASML,2007-06-05,2007-06-07,2,157,$-49.41,-0.33R,-1.07%,"STOP_BE,TP1",SMALL_LOSS
ASML,2008-03-28,2008-04-08,11,47,$68.99,+1.85R,+6.15%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
ASML,2008-04-08,2008-04-10,2,43,$-1.47,-0.04R,-0.14%,"STOP_BE,TP1",SMALL_LOSS
ASML,2008-05-07,2008-05-09,2,129,$-36.30,-0.32R,-0.95%,"STOP_BE,TP1",SMALL_LOSS
ASML,2008-10-20,2008-10-22,2,27,$-50.57,-1.37R,-10.99%,"STOP_BE,TP1",BIG_LOSS
ASML,2009-07-14,2009-08-17,34,58,$110.81,+2.98R,+8.68%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
ASML,2010-10-04,2010-11-10,37,53,$131.33,+3.57R,+8.31%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
ASYS,2010-11-15,2010-11-17,2,33,$-90.09,-2.47R,-14.76%,STOP,BIG_LOSS
ATHR,2008-01-29,2008-02-06,8,21,$-57.54,-1.58R,-9.76%,STOP,BIG_LOSS
ATO,2007-12-19,2008-01-15,27,72,$20.16,+0.54R,+1.03%,"STOP_BE,TP1",SMALL_WIN
ATO,2008-10-06,2008-10-08,2,30,$-36.75,-0.98R,-4.51%,"STOP_BE,TP1",BIG_LOSS
ATO,2008-11-20,2008-11-21,1,34,$-36.77,-1.00R,-4.66%,STOP,BIG_LOSS
ATO,2010-11-16,2011-02-24,100,104,$148.43,+3.97R,+4.75%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
ATO,2011-09-29,2011-10-03,4,40,$-79.20,-2.15R,-6.01%,STOP,BIG_LOSS
AVAV,2011-09-09,2011-09-21,12,24,$23.43,+0.64R,+3.50%,"STOP_BE,TP1",SMALL_WIN
AVB,2010-05-06,2010-05-19,13,10,$-36.56,-1.00R,-3.64%,STOP,BIG_LOSS
AVT,2008-01-25,2008-02-06,12,19,$25.93,+0.72R,+4.07%,"STOP_BE,TP1",SMALL_WIN
AVT,2009-10-23,2009-10-26,3,48,$-36.86,-1.00R,-2.93%,STOP,BIG_LOSS
AVY,2009-10-26,2009-10-28,2,45,$-25.21,-0.68R,-1.52%,"STOP_BE,TP1",BIG_LOSS
AXP,2006-12-14,2007-01-03,20,51,$-78.54,-1.05R,-2.49%,STOP,BIG_LOSS
AXP,2007-05-01,2007-06-07,37,83,$210.27,+1.42R,+4.13%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
AXP,2008-09-04,2008-09-09,5,24,$1.68,+0.04R,+0.18%,"STOP_BE,TP1",SMALL_WIN
AXP,2009-10-23,2009-10-28,5,32,$4.80,+0.13R,+0.43%,"STOP_BE,TP1",SMALL_WIN
AXP,2010-01-12,2010-01-22,10,139,$-476.77,-4.25R,-8.16%,STOP,BIG_LOSS
AXP,2010-04-16,2010-05-05,19,55,$67.50,+1.21R,+2.72%,"STOP_BE,TP1",WIN
AXP,2010-06-25,2010-06-29,4,29,$-74.82,-2.01R,-6.05%,STOP,BIG_LOSS
AXP,2010-09-17,2010-10-04,17,35,$-13.24,-0.36R,-0.91%,"STOP_BE,TP1",SMALL_LOSS
AXP,2010-12-16,2010-12-20,4,124,$-256.68,-2.29R,-4.64%,STOP,BIG_LOSS
AZ,2007-12-13,2007-12-14,1,71,$-38.34,-1.04R,-2.56%,STOP,BIG_LOSS
AZ,2007-12-18,2007-12-19,1,76,$-37.02,-1.00R,-2.36%,STOP,BIG_LOSS
AZN,2006-06-19,2006-07-17,28,66,$42.69,+1.15R,+2.28%,"STOP_BE,TP1",WIN
AZN,2008-01-15,2008-01-22,7,81,$8.88,+0.24R,+0.50%,"STOP_BE,TP1",SMALL_WIN
AZN,2008-04-15,2008-04-17,2,64,$-1.28,-0.03R,-0.10%,"STOP_BE,TP1",SMALL_LOSS
AZN,2008-11-12,2008-11-18,6,35,$21.42,+0.58R,+2.96%,"STOP_BE,TP1",SMALL_WIN
AZN,2009-03-25,2009-03-27,2,70,$-28.70,-0.77R,-2.44%,"STOP_BE,TP1",BIG_LOSS
AZN,2009-03-30,2009-04-07,8,66,$20.13,+0.54R,+1.78%,"STOP_BE,TP1",SMALL_WIN
AZN,2009-04-30,2009-06-10,41,69,$80.93,+2.16R,+6.71%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
AZN,2009-06-15,2009-07-10,25,79,$3.51,+0.09R,+0.21%,"STOP_BE,TP1",SMALL_WIN
AZN,2009-08-31,2009-09-02,2,95,$-32.81,-0.88R,-1.48%,"STOP_BE,TP1",BIG_LOSS
AZN,2009-10-29,2009-10-30,1,90,$-38.70,-1.04R,-1.88%,STOP,BIG_LOSS
AZN,2010-06-30,2010-08-19,50,70,$89.49,+2.40R,+5.42%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
AZN,2011-05-11,2011-05-23,12,302,$-208.38,-1.85R,-2.66%,STOP,BIG_LOSS
AZO,2008-06-30,2008-07-11,11,10,$-37.05,-1.00R,-3.06%,STOP,BIG_LOSS
AZO,2009-02-20,2009-02-23,3,7,$-33.95,-1.00R,-3.31%,STOP,BIG_LOSS
AZO,2009-02-23,2009-03-24,29,7,$95.37,+2.69R,+9.60%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
AZO,2011-05-25,2011-06-02,8,6,$-49.98,-1.42R,-2.80%,STOP,BIG_LOSS
BA,2006-02-02,2006-05-17,104,76,$422.97,+2.82R,+7.76%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
BA,2006-06-15,2006-06-27,12,16,$-46.08,-1.27R,-3.40%,STOP,BIG_LOSS
BA,2007-01-31,2007-02-27,27,26,$-74.30,-1.00R,-3.19%,STOP,BIG_LOSS
BA,2007-05-24,2007-06-07,14,67,$106.74,+0.72R,+1.64%,"STOP_BE,TP1",SMALL_WIN
BA,2007-07-20,2007-07-26,6,79,$-112.18,-1.00R,-1.37%,STOP,BIG_LOSS
BA,2007-10-05,2007-10-08,3,53,$-112.40,-1.00R,-2.07%,STOP,BIG_LOSS
BA,2008-04-09,2008-04-11,2,20,$-19.10,-0.53R,-1.22%,"STOP_BE,TP1",BIG_LOSS
BA,2009-07-23,2009-07-27,4,31,$6.30,+0.17R,+0.48%,"STOP_BE,TP1",SMALL_WIN
BA,2009-12-01,2009-12-03,2,29,$0.84,+0.02R,+0.05%,"STOP_BE,TP1",SMALL_WIN
BA,2009-12-11,2009-12-15,4,28,$6.30,+0.17R,+0.40%,"STOP_BE,TP1",SMALL_WIN
BA,2009-12-15,2009-12-17,2,30,$-26.10,-0.70R,-1.56%,"STOP_BE,TP1",BIG_LOSS
BA,2010-03-19,2010-05-05,47,37,$63.93,+1.14R,+2.44%,"STOP_BE,TP1",WIN
BA,2010-06-25,2010-06-29,4,20,$-72.00,-1.94R,-5.23%,"STOP_BE,TP1",BIG_LOSS
BA,2010-09-17,2010-09-23,6,25,$5.34,+0.14R,+0.34%,"STOP_BE,TP1",SMALL_WIN
BA,2010-09-30,2010-10-04,4,26,$1.04,+0.03R,+0.06%,"STOP_BE,TP1",SMALL_WIN
BA,2010-10-05,2010-11-03,29,23,$41.03,+1.12R,+2.60%,"STOP_BE,TP1",WIN
BA,2011-01-19,2011-01-20,1,87,$-112.48,-1.00R,-1.80%,STOP,BIG_LOSS
BA,2011-04-28,2011-05-17,19,68,$-148.77,-1.00R,-2.79%,STOP,BIG_LOSS
BA,2011-10-26,2011-10-31,5,20,$1.60,+0.04R,+0.12%,"STOP_BE,TP1",SMALL_WIN
BA,2011-11-30,2011-12-22,22,14,$53.64,+1.47R,+5.58%,"TP1,TP2",WIN
BAC,2006-07-19,2006-11-30,134,70,$179.86,+3.21R,+5.14%,"PHASE3_SMA50_BREAK,TP1,TP2",BIG_WIN
BAC,2010-01-20,2010-01-21,1,220,$-224.40,-2.00R,-6.19%,STOP,BIG_LOSS
BAX,2006-07-14,2006-11-09,118,61,$169.20,+4.53R,+7.33%,"PHASE3_SMA50_BREAK,TP1,TP2",BIG_WIN
BAX,2009-01-14,2009-02-17,34,28,$65.78,+1.80R,+4.40%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
BAX,2011-03-03,2011-03-08,5,108,$-112.17,-1.00R,-1.93%,STOP,BIG_LOSS
BBH,2007-10-15,2007-10-16,1,71,$-89.46,-1.61R,-2.07%,STOP,BIG_LOSS
BBH,2008-03-07,2008-03-10,3,31,$-40.92,-1.10R,-2.32%,STOP,BIG_LOSS
BBH,2008-04-10,2008-04-11,1,35,$-46.90,-1.28R,-2.29%,STOP,BIG_LOSS
BBH,2008-07-14,2008-08-21,38,35,$154.65,+4.14R,+7.65%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
BBH,2008-10-28,2008-11-12,15,12,$1.08,+0.03R,+0.16%,"STOP_BE,TP1",SMALL_WIN
BBH,2009-02-18,2009-02-20,2,37,$-0.54,-0.01R,-0.03%,"STOP_BE,TP1",SMALL_LOSS
BBH,2009-06-03,2009-06-05,2,60,$-20.40,-0.55R,-1.09%,"STOP_BE,TP1",BIG_LOSS
BBWI,2006-05-23,2006-05-25,2,48,$-37.23,-1.00R,-2.83%,STOP,BIG_LOSS
BBWI,2009-02-24,2009-02-26,2,62,$-24.49,-0.65R,-4.57%,"STOP_BE,TP1",BIG_LOSS
BBWI,2010-08-19,2010-08-20,1,45,$-37.09,-1.00R,-3.19%,STOP,BIG_LOSS
BBWI,2011-02-24,2011-03-03,7,46,$-37.16,-1.00R,-2.51%,STOP,BIG_LOSS
BBY,2006-06-13,2006-06-15,2,23,$-5.47,-0.15R,-0.46%,"STOP_BE,TP1",SMALL_LOSS
BBY,2009-09-02,2009-09-15,13,28,$68.19,+1.87R,+6.51%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
BBY,2009-09-15,2009-09-17,2,26,$-6.37,-0.17R,-0.64%,"STOP_BE,TP1",SMALL_LOSS
BBY,2009-11-24,2009-12-09,15,33,$24.77,+0.68R,+1.75%,"STOP_BE,TP1",SMALL_WIN
BBY,2011-11-29,2011-12-01,2,39,$-30.43,-0.83R,-2.80%,"STOP_BE,TP1",BIG_LOSS
BDX,2007-07-27,2007-08-03,7,27,$24.88,+0.67R,+1.20%,"STOP_BE,TP1",SMALL_WIN
BEAM,2007-07-30,2007-08-01,2,22,$-37.49,-1.00R,-2.07%,STOP,BIG_LOSS
BEN,2007-10-25,2007-10-26,1,23,$-51.06,-1.38R,-4.80%,STOP,BIG_LOSS
BG,2010-03-18,2010-03-22,4,79,$0.78,+0.01R,+0.02%,"STOP_BE,TP1",SMALL_WIN
BIIB,2007-12-11,2007-12-13,2,19,$-147.62,-4.08R,-10.31%,"STOP_BE,TP1",BIG_LOSS
BIIB,2008-09-29,2008-10-01,2,15,$9.80,+0.27R,+1.34%,"STOP_BE,TP1",SMALL_WIN
BIIB,2008-10-06,2008-10-07,1,13,$-37.57,-1.06R,-5.85%,STOP,BIG_LOSS
BIIB,2009-02-06,2009-02-10,4,16,$-15.44,-0.43R,-1.84%,"STOP_BE,TP1",SMALL_LOSS
BIIB,2009-04-07,2009-04-09,2,19,$13.95,+0.38R,+1.41%,"STOP_BE,TP1",SMALL_WIN
BJK,2009-05-21,2009-06-03,13,26,$24.63,+0.68R,+4.45%,"STOP_BE,TP1",SMALL_WIN
BJRI,2011-09-22,2011-09-29,7,22,$29.42,+0.79R,+3.02%,"STOP_BE,TP1",SMALL_WIN
BK,2009-05-12,2009-05-14,2,18,$-4.32,-0.12R,-0.84%,"STOP_BE,TP1",SMALL_LOSS
BK,2011-01-10,2011-02-23,44,186,$-29.76,-0.27R,-0.52%,"STOP_BE,TP1",SMALL_LOSS
BKNG,2006-02-16,2006-04-11,54,73,$162.61,+2.18R,+9.97%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
BKNG,2008-05-01,2008-05-07,6,9,$-55.80,-1.00R,-4.84%,STOP,BIG_LOSS
BKNG,2008-06-24,2008-06-27,3,6,$-34.85,-1.00R,-4.45%,STOP,BIG_LOSS
BKNG,2009-09-30,2009-10-01,1,8,$-34.19,-1.00R,-2.58%,STOP,BIG_LOSS
BKNG,2009-11-09,2009-12-17,38,5,$135.53,+4.23R,+15.60%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",BIG_WIN
BKNG,2011-02-09,2011-02-22,13,10,$-173.30,-1.65R,-3.84%,STOP,BIG_LOSS
BKNG,2011-02-24,2011-03-01,5,2,$-34.22,-1.24R,-3.70%,STOP,BIG_LOSS
BKNG,2011-08-05,2011-08-08,3,1,$-22.81,-1.06R,-4.32%,STOP,BIG_LOSS
BLK,2007-06-12,2007-07-26,44,11,$140.88,+4.04R,+8.25%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
BLK,2007-10-04,2007-11-07,34,24,$329.48,+2.93R,+7.75%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
BLK,2007-11-28,2007-12-17,19,5,$47.63,+1.37R,+4.75%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
BLK,2008-01-03,2008-01-04,1,5,$-74.10,-2.22R,-6.56%,STOP,BIG_LOSS
BLK,2008-03-19,2008-05-20,62,3,$54.22,+1.66R,+9.51%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
BLK,2008-06-03,2008-06-09,6,5,$-36.06,-1.00R,-3.32%,STOP,BIG_LOSS
BLK,2009-04-21,2009-04-23,2,4,$-5.22,-0.15R,-0.94%,"STOP_BE,TP1",SMALL_LOSS
BLK,2009-05-07,2009-05-11,4,4,$2.88,+0.08R,+0.50%,"STOP_BE,TP1",SMALL_WIN
BLK,2009-10-06,2009-10-27,21,5,$54.09,+1.62R,+5.08%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
BLK,2010-03-17,2010-03-29,12,11,$-53.04,-1.00R,-2.16%,STOP,BIG_LOSS
BLK,2010-11-05,2010-11-08,3,28,$-113.68,-1.01R,-2.34%,STOP,BIG_LOSS
BLK,2010-11-11,2010-11-16,5,27,$-109.87,-1.00R,-2.38%,STOP,BIG_LOSS
BLK,2011-03-31,2011-04-08,8,12,$-58.92,-1.06R,-2.44%,STOP,BIG_LOSS
BLK,2011-05-31,2011-06-01,1,28,$-173.88,-1.57R,-3.02%,STOP,BIG_LOSS
BLK,2011-06-01,2011-06-03,2,8,$-45.76,-1.34R,-2.87%,STOP,BIG_LOSS
BLKB,2011-08-05,2011-08-08,3,32,$-92.48,-2.49R,-10.79%,STOP,BIG_LOSS
BMRN,2011-09-22,2011-10-04,12,31,$29.33,+0.80R,+3.16%,"STOP_BE,TP1",SMALL_WIN
BMY,2010-06-07,2010-07-01,24,60,$74.25,+1.99R,+5.19%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
BMY,2010-08-20,2010-08-24,4,88,$-37.40,-1.00R,-1.61%,STOP,BIG_LOSS
BMY,2011-10-03,2011-10-28,25,51,$60.82,+1.62R,+3.79%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
BND,2008-12-05,2009-01-12,38,45,$80.61,+2.19R,+2.37%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
BOKF,2011-10-04,2011-10-07,3,23,$-37.26,-1.00R,-3.39%,STOP,BIG_LOSS
BRKR,2011-02-24,2011-03-15,19,80,$51.93,+1.39R,+3.55%,"STOP_BE,TP1",WIN
BRO,2006-03-20,2006-04-25,36,387,$263.65,+1.76R,+4.24%,"RUNNER_STOP,TP1,TP2",WIN
BRO,2007-08-01,2007-08-03,2,141,$-27.70,-0.74R,-1.51%,"STOP_BE,TP1",BIG_LOSS
BRO,2008-06-10,2008-06-12,2,171,$-2.55,-0.07R,-0.15%,"STOP_BE,TP1",SMALL_LOSS
BSX,2008-01-22,2008-01-23,1,68,$-37.21,-1.00R,-4.51%,STOP,BIG_LOSS
BSX,2008-03-06,2008-03-07,1,112,$-37.44,-1.00R,-2.64%,STOP,BIG_LOSS
BSX,2009-05-14,2009-05-18,4,91,$-2.70,-0.07R,-0.34%,"STOP_BE,TP1",SMALL_LOSS
BSX,2010-11-17,2010-11-19,2,190,$0.00,+0.00R,+0.00%,"STOP_BE,TP1",SMALL_WIN
BSX,2011-06-15,2011-06-17,2,179,$-21.50,-0.57R,-1.73%,"STOP_BE,TP1",BIG_LOSS
BX,2011-12-01,2011-12-08,7,61,$5.96,+0.16R,+0.69%,"STOP_BE,TP1",SMALL_WIN
BXP,2009-06-05,2009-06-09,4,13,$0.66,+0.02R,+0.10%,"STOP_BE,TP1",SMALL_WIN
C,2007-10-11,2007-10-15,4,10,$-126.50,-1.23R,-2.62%,"STOP_BE,TP1",BIG_LOSS
C,2008-07-17,2008-07-28,11,2,$8.40,+0.32R,+2.34%,"STOP_BE,TP1",SMALL_WIN
C,2009-07-16,2009-07-20,4,28,$-35.00,-0.94R,-4.13%,"STOP_BE,TP1",BIG_LOSS
C,2010-03-08,2010-04-27,50,133,$628.18,+5.60R,+13.27%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
CA,2006-09-14,2006-09-15,1,291,$-226.98,-1.52R,-3.21%,STOP,BIG_LOSS
CA,2007-11-01,2007-11-05,4,65,$32.40,+0.87R,+1.90%,"STOP_BE,TP1",SMALL_WIN
CA,2009-01-30,2009-02-03,4,48,$0.48,+0.01R,+0.06%,"STOP_BE,TP1",SMALL_WIN
CAG,2010-05-19,2010-05-20,1,73,$-37.39,-1.00R,-2.06%,STOP,BIG_LOSS
CAKE,2008-03-26,2008-03-28,2,37,$-22.41,-0.61R,-2.79%,"STOP_BE,TP1",BIG_LOSS
CALM,2007-12-31,2008-01-04,4,48,$-52.32,-1.41R,-8.21%,STOP,BIG_LOSS
