ticker,in_local,in_finviz,mode,sector_etf,best_theme,theme_vs_sector,passed_with_filter,reject_reason,passed_without_filter,blocked_by_theme,blocked_by_sector,target_hold_days
SMCI,True,False,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SMCI,True,False,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SMH,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SMH,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SNDK,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SNDK,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SNPS,True,False,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SNPS,True,False,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SOFI,True,False,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SOFI,True,False,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SPGI,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SPGI,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SPOT,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SPOT,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SPY,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SPY,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
STM,True,False,A,,,,False,tier2_fail:dist_sma20:20.71>6.77,False,False,False,20
STM,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
STX,True,False,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
STX,True,False,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SYK,True,False,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SYK,True,False,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
T,True,False,A,XLC,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
T,True,False,B,XLC,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TEAM,True,False,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TEAM,True,False,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TEL,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TEL,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TER,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TER,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TJX,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TJX,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TMO,True,False,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TMO,True,False,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TMUS,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TMUS,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TSLA,True,False,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TSLA,True,False,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TSM,True,False,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TSM,True,False,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TT,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TT,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TXN,True,False,A,,,,False,tier2_fail:rvol:0.83<1.10,False,False,False,20
TXN,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
UAL,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
UAL,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
UNH,True,False,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
UNH,True,False,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
UNP,True,False,A,XLI,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
UNP,True,False,B,XLI,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
V,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
V,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
VEEV,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
VEEV,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
VLO,True,False,A,XLE,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
VLO,True,False,B,XLE,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
VRT,True,False,A,XLI,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
VRT,True,False,B,XLI,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
VST,True,False,A,XLU,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
VST,True,False,B,XLU,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
VZ,True,False,A,XLC,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
VZ,True,False,B,XLC,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
WDC,True,False,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
WDC,True,False,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
WFC,True,False,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
WFC,True,False,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
WMT,True,False,A,XLP,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
WMT,True,False,B,XLP,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
WULF,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
WULF,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XBI,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XBI,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLE,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLE,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLF,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLF,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLI,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLI,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLK,True,False,A,,,,False,tier2_fail:adr_pct:1.75<1.87,False,False,False,20
XLK,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLP,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLP,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLU,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLU,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLV,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLV,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLY,True,False,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLY,True,False,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XOM,True,False,A,XLE,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XOM,True,False,B,XLE,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ZTS,True,False,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ZTS,True,False,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
